location_id,location_name,category_id,category_name
3f8aed41-a707-4454-b61b-3eb2c69ec9ea,Fairfield Inn,60f360a5-edc9-4df0-b618-782985396946,Hotels
3fd80f7d-ab09-4088-9796-9571a14a7926,Clark Street in Lincoln Park,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
3fd80f7d-ab09-4088-9796-9571a14a7926,Clark Street in Lincoln Park,c6cb8f21-c328-4e3f-a9c5-1f85bca17d4d,Neighborhood Organizations
3fe93f70-12cb-4edd-9134-eabc077a6747,Portillo's,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
4011b915-7580-48ef-9a44-fd2e17713b22,Kinzie,60f360a5-edc9-4df0-b618-782985396946,Hotels
41293769-1c78-4c45-b118-1e7c5a114446,Renaissance,60f360a5-edc9-4df0-b618-782985396946,Hotels
4321da98-3d3a-43d9-8fba-c877ed562a22,Chicago Fireboat Tours,a4d707b8-d9b5-45cd-b8e9-4e7642ded04d,Attractions
433ff4c9-6138-4dcf-8ab2-584fe99b0e52,Soho House Chicago,60f360a5-edc9-4df0-b618-782985396946,Hotels
433ff4c9-6138-4dcf-8ab2-584fe99b0e52,Soho House Chicago,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
435895c4-409d-4dd4-ab79-bf1181e7ec9d,Acme,60f360a5-edc9-4df0-b618-782985396946,Hotels
43c8ff8f-4ef6-4ecb-8b25-7474652c1217,Wrigley Building,a4d707b8-d9b5-45cd-b8e9-4e7642ded04d,Attractions
43e97c98-e7c7-4f6c-8b71-0d4c2fd73fdd,Hampton Inn & Suites Chicago Medical District UIC,60f360a5-edc9-4df0-b618-782985396946,Hotels
44084bc7-1d6b-4c96-9c5c-cb49ed36427f,Navy Pier,a4d707b8-d9b5-45cd-b8e9-4e7642ded04d,Attractions
44084bc7-1d6b-4c96-9c5c-cb49ed36427f,Navy Pier,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
4563ec56-276b-4e55-b02c-cf4036ae1c96,Greek Islands,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
4564da6b-a91a-432f-b482-cbb545f48a76,Raising Cane鈥檚 Chicken Fingers - West Loop,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
4564da6b-a91a-432f-b482-cbb545f48a76,Raising Cane鈥檚 Chicken Fingers - West Loop,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
46c33928-32af-4426-8ec5-db96d42edf83,Timothy O'Toole's Pub,ae72a1a9-ea1d-43f9-a8e5-4b0537018f4f,Bars
46c33928-32af-4426-8ec5-db96d42edf83,Timothy O'Toole's Pub,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
47318a7a-5aff-4d4d-9008-a63150b750c7,Freehand,60f360a5-edc9-4df0-b618-782985396946,Hotels
474f8583-85d9-4747-bfe2-5fa04da99521,Le Meridien Essex,60f360a5-edc9-4df0-b618-782985396946,Hotels
475955a8-f41b-4c88-9969-e8f529405a83,Swissotel,60f360a5-edc9-4df0-b618-782985396946,Hotels
4794a41b-886c-41e5-b298-63d0db8c936c,McCormick Place,a4d707b8-d9b5-45cd-b8e9-4e7642ded04d,Attractions
4838d755-387e-4cc1-80f3-438ee12c5de0,Athena Greek Restaurant,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
493862ce-28cd-4fe3-99ec-ebc8911fa07c,Kasama,62cb379b-afe0-4eee-b7c5-d8bb93abc088,Movie & Tv Locations
493862ce-28cd-4fe3-99ec-ebc8911fa07c,Kasama,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
496eb597-d0ef-4312-8cbc-e5c8a49de418,Gale,60f360a5-edc9-4df0-b618-782985396946,Hotels
497b3804-7683-47ce-b80b-918bba77d900,Legal Sea Foods,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
49807a9e-2ffc-49a6-bb8f-5be0c67b9e5a,Holiday Inn Wolf Point,60f360a5-edc9-4df0-b618-782985396946,Hotels
49e46442-273f-4d1e-9f76-564b655261c6,Garrett Popcorn Shops,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
49e46442-273f-4d1e-9f76-564b655261c6,Garrett Popcorn Shops,d9f34546-cb34-4f1f-88b8-fdc9955ba3e5,Shops
4a0a0b11-5a2a-46c7-b709-be07c03f6fb2,Hyatt Place Chicago - Medical / University District,60f360a5-edc9-4df0-b618-782985396946,Hotels
4a0a0b11-5a2a-46c7-b709-be07c03f6fb2,Hyatt Place Chicago - Medical / University District,62cb379b-afe0-4eee-b7c5-d8bb93abc088,Movie & Tv Locations
4b3e4257-6f66-4fb6-b13f-a32620b36a7b,Warwick Allerton,60f360a5-edc9-4df0-b618-782985396946,Hotels
4c25e6f0-230a-4ea9-99c0-8ac30a809d4f,Courtyard by Marriott Chicago at Medical District/UIC,60f360a5-edc9-4df0-b618-782985396946,Hotels
4c4aaf2e-2e5d-4508-9d4e-42a85223f47d,Ever Restaurant,62cb379b-afe0-4eee-b7c5-d8bb93abc088,Movie & Tv Locations
4c4aaf2e-2e5d-4508-9d4e-42a85223f47d,Ever Restaurant,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
4ca9eb0b-6bf7-44f6-b931-3f5e3a744f30,Purple Pig,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
4d32cae3-7157-45d5-9e40-2282b4086a5b,Third Rail Tavern,ae72a1a9-ea1d-43f9-a8e5-4b0537018f4f,Bars
4d32cae3-7157-45d5-9e40-2282b4086a5b,Third Rail Tavern,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
4e0f0984-f108-4933-970b-c69ea1477f4f,Saigon Sisters,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
4ec76099-f6f8-4a85-8a18-f18198507539,Pendry,60f360a5-edc9-4df0-b618-782985396946,Hotels
4eccac9d-8e60-4c8a-908c-43525f504183,Lizzie McNeil's,ae72a1a9-ea1d-43f9-a8e5-4b0537018f4f,Bars
4eccac9d-8e60-4c8a-908c-43525f504183,Lizzie McNeil's,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
500b3ef0-5a38-4656-b314-3fd541ae27bc,Staypineapple,60f360a5-edc9-4df0-b618-782985396946,Hotels
500cbafd-8445-4653-8040-b1b454a4b1d3,Millennium Knickerbocker,60f360a5-edc9-4df0-b618-782985396946,Hotels
502a1d5c-6f47-4307-a5b8-49fd24841a75,Big Bus Tours Stop 1: Chicago Riverwalk,1874d4f2-bc80-4c8f-a116-32f5ee9f199a,Big Bus Tours Stops
52bd65c2-e431-4558-90a6-6dd907ff5a2b,Vosges Haut-Chocolat,d9f34546-cb34-4f1f-88b8-fdc9955ba3e5,Shops
538a2300-ab23-4f1e-bac8-591867e2eafa,Osteria del Pastaio,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
538a2300-ab23-4f1e-bac8-591867e2eafa,Osteria del Pastaio,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
5403e57a-fb4b-4d5a-8aa8-80cc0f431167,Hampton Inn Chicago Downtown West Loop,60f360a5-edc9-4df0-b618-782985396946,Hotels
54f43a24-6df1-4701-9306-aeac712aebf4,Hyatt House Chicago / West Loop-Fulton Market,60f360a5-edc9-4df0-b618-782985396946,Hotels
55333bd3-7b75-46b6-bbb8-183eebac0b89,Cambria,60f360a5-edc9-4df0-b618-782985396946,Hotels
586ae800-1ded-4428-9079-087fcc39aba0,Al's #1 Italian Beef - River North,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
58c6c442-eff7-40e3-ab21-589ecb0319c9,Fogo de Chao,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
58ee6c88-2f41-489a-9c6d-360c9315519d,Audrey,60f360a5-edc9-4df0-b618-782985396946,Hotels
5abb98ff-e43b-46d0-9903-7da66ad3948f,The Wade,60f360a5-edc9-4df0-b618-782985396946,Hotels
5b6e548e-d108-4995-9f1a-4ad228819e21,Geja's Cafe,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
5b6e548e-d108-4995-9f1a-4ad228819e21,Geja's Cafe,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
5b81f334-a75b-4040-80c7-9d2f2089f419,Holiday Inn & Suites Chicago,60f360a5-edc9-4df0-b618-782985396946,Hotels
5bb06c4f-bee0-45b7-8b35-c24ceb07bdb2,Billy Goat Tavern (near United Center),ae72a1a9-ea1d-43f9-a8e5-4b0537018f4f,Bars
5bb06c4f-bee0-45b7-8b35-c24ceb07bdb2,Billy Goat Tavern (near United Center),c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
5bb072e4-f584-4060-9ea3-a298c4484596,Field Museum of Natural History,a4d707b8-d9b5-45cd-b8e9-4e7642ded04d,Attractions
5bb072e4-f584-4060-9ea3-a298c4484596,Field Museum of Natural History,b3531d65-053c-420c-8b44-6076b45be5fa,Museums
5c9865f0-0768-465d-b0aa-bf2aa974327a,Robert's Pizza & Dough Company,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
5c9865f0-0768-465d-b0aa-bf2aa974327a,Robert's Pizza & Dough Company,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
5e3ec46b-496d-4536-b068-465aa2f01853,Mario's Italian Lemonade,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
5e91b706-eae2-4e5e-8ae3-085bc517de57,Flyover Chicago,a4d707b8-d9b5-45cd-b8e9-4e7642ded04d,Attractions
5e91b706-eae2-4e5e-8ae3-085bc517de57,Flyover Chicago,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
5e9d09c4-ace3-4d87-9e6d-7b0cc5e844fb,LondonHouse,60f360a5-edc9-4df0-b618-782985396946,Hotels
5f80e827-2e15-40f7-b873-1963d407d632,Lyric Opera of Chicago,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
5f80e827-2e15-40f7-b873-1963d407d632,Lyric Opera of Chicago,f9b15bb5-2599-4d3b-a116-c3bc7e1f668c,Theaters And Music Venues
5fa3f7a6-0017-4fa2-9523-fc815ff7e1df,Park Hyatt,60f360a5-edc9-4df0-b618-782985396946,Hotels
5ff70bc9-91d7-49f3-8042-b7821c112e39,Embassy Suites,60f360a5-edc9-4df0-b618-782985396946,Hotels
6024e9cc-a4c0-4c80-9945-21a570cabfbc,Chicago Brewhouse,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
6024e9cc-a4c0-4c80-9945-21a570cabfbc,Chicago Brewhouse,ae72a1a9-ea1d-43f9-a8e5-4b0537018f4f,Bars
6024e9cc-a4c0-4c80-9945-21a570cabfbc,Chicago Brewhouse,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
602e19a8-8126-4447-b125-4ea6bf2f2c19,SpringHill Suites,60f360a5-edc9-4df0-b618-782985396946,Hotels
61768a34-2c0f-45d4-9905-974768fb63ec,Lincoln Park Zoo,a4d707b8-d9b5-45cd-b8e9-4e7642ded04d,Attractions
61bfc9ff-2746-4485-977a-c1b6b1d66a92,Garrett Popcorn Shops,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
61bfc9ff-2746-4485-977a-c1b6b1d66a92,Garrett Popcorn Shops,d9f34546-cb34-4f1f-88b8-fdc9955ba3e5,Shops
645a1c01-9051-4ef4-939b-a92521c4abe6,Lou Malnati's,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
64b4a648-f762-4fa8-9967-3e9b9627f5b3,McDonald's,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
6504e7b0-83d9-4b44-85af-12459e176e9d,Viaggio Restaurant Chicago,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
650999f0-df5c-464b-872c-7614deae2905,Nancy's Pizza West Loop,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
650999f0-df5c-464b-872c-7614deae2905,Nancy's Pizza West Loop,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
66a2e0b5-bc45-4fe7-aae5-87a74cf890d7,Union Park,73a6f729-b6f6-4518-b28a-e8101b831263,Parks
6887c2a9-8d97-4ae5-8c8d-4d3d5648ce91,Homewood Suites by Hilton Chicago Downtown West Loop,60f360a5-edc9-4df0-b618-782985396946,Hotels
688d2d72-32ae-4cea-adb9-6e02cd0fd2e8,Apple Store,d9f34546-cb34-4f1f-88b8-fdc9955ba3e5,Shops
689fdcc8-ef66-4b89-8404-dafba4f5344d,Swift & Sons,c694d327-280e-42d0-906a-cc8ea3d5e85b,Restaurants
69466b09-ac7c-4b96-b83e-11c91756b7f6,Goodman Theater Center,f9b15bb5-2599-4d3b-a116-c3bc7e1f668c,Theaters And Music Venues
69823c0c-c554-444b-b769-1b8eb2fcbc6c,Best Western,60f360a5-edc9-4df0-b618-782985396946,Hotels
6a0b7867-8566-44cd-a074-e66d82e34e87,Best Western Grant Park,60f360a5-edc9-4df0-b618-782985396946,Hotels
6a4649f5-b11a-43e0-af7a-b9cc69837daf,Color Factory,a4d707b8-d9b5-45cd-b8e9-4e7642ded04d,Attractions
6a4649f5-b11a-43e0-af7a-b9cc69837daf,Color Factory,a983cb1b-95cb-44df-aab0-5410b0623553,Hot Spots
6b45568d-789c-4c66-b9ce-43ee7a6c1d31,Blackstone,60f360a5-edc9-4df0-b618-782985396946,Hotels
6b55795c-669e-435e-8971-37fde427393a,Sports Illustrated Resorts,60f360a5-edc9-4df0-b618-782985396946,Hotels
6cca4736-63f4-4a7f-b71b-be746ff8a068,Hyatt Regency,60f360a5-edc9-4df0-b618-782985396946,Hotels
